ID	Genome_coverage	Sequencing_depth	Lineage	Sublineage	BioPrject
DRR130159	 0.981214 	 78.1939	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130160	 0.980458 	 95.7266	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130161	 0.986456 	 79.2388	LINEAGE4	lineage4.5	PRJDB7006
DRR130162	 0.979865 	 52.5353	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130163	 0.980038 	 107.459	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130164	 0.982988 	 106.668	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130165	 0.982918 	 210.199	LINEAGE2	lineage2.2.2	PRJDB7006
DRR130166	 0.983951 	 200.3	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130167	 0.983052 	 129.112	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130168	 0.981933 	 129.432	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130169	 0.982371 	 100.318	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130170	 0.981443 	 51.8188	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130171	 0.98329 	 173.991	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130172	 0.984271 	 129.597	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130173	 0.982021 	 169.624	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130174	 0.980435 	 134.689	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130175	 0.982111 	 74.9328	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130176	 0.981883 	 116.088	LINEAGE2	lineage2.2.2	PRJDB7006
DRR130177	 0.984606 	 121.201	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130178	 0.98039 	 113.213	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130179	 0.98309 	 124.267	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130180	 0.982306 	 65.8588	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130181	 0.983662 	 79.6813	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130182	 0.981281 	 45.5234	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130183	 0.987479 	 122.289	LINEAGE4	lineage4.3.3	PRJDB7006
DRR130184	 0.981403 	 81.3647	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130185	 0.983764 	 114.919	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130186	 0.982157 	 120.377	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130187	 0.980513 	 154.131	LINEAGE4	lineage4.3.4.1	PRJDB7006
DRR130188	 0.980482 	 129.608	LINEAGE4	lineage4.3.4.1	PRJDB7006
DRR130189	 0.982325 	 145.576	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130190	 0.983354 	 154.636	LINEAGE2	lineage2.2.2	PRJDB7006
DRR130191	 0.981204 	 51.4487	LINEAGE2	lineage2.2.2	PRJDB7006
DRR130192	 0.982023 	 89.4086	LINEAGE2	lineage2.2.2	PRJDB7006
DRR130193	 0.98641 	 138.266	LINEAGE4	lineage4.9.x.x	PRJDB7006
DRR130194	 0.981036 	 80.4857	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130195	 0.982781 	 79.817	LINEAGE4	lineage4.2.2	PRJDB7006
DRR130196	 0.979764 	 52.5013	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130197	 0.981299 	 56.8661	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130198	 0.988323 	 73.8482	LINEAGE4	lineage4.9.x.x	PRJDB7006
DRR130199	 0.974743 	 150.032	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130200	 0.987088 	 143.873	LINEAGE4	lineage4.11	PRJDB7006
DRR130201	 0.982821 	 175.94	LINEAGE2	lineage2.2.2	PRJDB7006
DRR130202	 0.98307 	 225.597	LINEAGE2	lineage2.2.2	PRJDB7006
DRR130203	 0.983658 	 167.714	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130204	 0.983317 	 255.25	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130205	 0.982508 	 118.458	LINEAGE2	lineage2.2.1.1	PRJDB7006
DRR130206	 0.984481 	 178.415	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130207	 0.982738 	 137.485	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130208	 0.981555 	 140.948	LINEAGE2	lineage2.2.2	PRJDB7006
DRR130209	 0.982059 	 146.648	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130210	 0.983818 	 169.444	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130211	 0.981939 	 52.8803	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130212	 0.986745 	 123.952	LINEAGE4	lineage4.2.2	PRJDB7006
DRR130213	 0.982296 	 117.539	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130214	 0.977428 	 123.472	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130215	 0.981916 	 101.831	LINEAGE2	lineage2.2.2	PRJDB7006
DRR130216	 0.990343 	 163.143	LINEAGE1	lineage1.2.1	PRJDB7006
DRR130217	 0.984656 	 167.652	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130218	 0.982449 	 74.5858	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130219	 0.984055 	 89.1837	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130220	 0.982098 	 86.8581	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130221	 0.979855 	 78.0607	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130222	 0.989141 	 88.4804	LINEAGE1	lineage1.2.1	PRJDB7006
DRR130223	 0.982883 	 74.5314	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130224	 0.985052 	 137.572	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130225	 0.984348 	 166.797	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130226	 0.983856 	 199.839	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130227	 0.983043 	 104.627	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130228	 0.990636 	 104.361	LINEAGE4	lineage4.5	PRJDB7006
DRR130229	 0.986336 	 67.064	LINEAGE4	lineage4.3.3	PRJDB7006
DRR130230	 0.982537 	 78.2989	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130231	 0.981236 	 69.9587	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130232	 0.982005 	 78.9111	LINEAGE2	lineage2.2.2	PRJDB7006
DRR130233	 0.990326 	 87.8847	LINEAGE4	lineage4.2.2	PRJDB7006
DRR130234	 0.984749 	 139.381	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130235	 0.981234 	 53.117	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130236	 0.98911 	 83.4903	LINEAGE4	lineage4.2.2	PRJDB7006
DRR130237	 0.983547 	 72.9649	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130238	 0.983223 	 154.683	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130239	 0.987719 	 24.6327	LINEAGE4	lineage4.2.2	PRJDB7006
DRR130240	 0.991376 	 160.014	LINEAGE4	lineage4.2.2	PRJDB7006
DRR130241	 0.981887 	 165.265	LINEAGE2	lineage2.2.1	PRJDB7006
DRR130242	 0.987803 	 135.748	LINEAGE4	lineage4.9.x.x	PRJDB7006
DRR184603	 0.988579 	 517.35	LINEAGE4	lineage4.3.3	PRJDB8544
DRR184604	 0.988796 	 524.838	LINEAGE4	lineage4.1.2.1	PRJDB8544
DRR184605	 0.984257 	 527.303	LINEAGE2	lineage2.2.1.1	PRJDB8544
DRR184606	 0.984254 	 507.294	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184607	 0.985795 	 508.427	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184608	 0.985176 	 521.495	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184609	 0.984056 	 541.41	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184610	 0.983868 	 509.614	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184611	 0.984933 	 540.472	LINEAGE1	lineage1.1.1.1	PRJDB8544
DRR184612	 0.9854 	 554.703	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184613	 0.983555 	 571.163	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184614	 0.986419 	 554.181	LINEAGE1	lineage1.1.1	PRJDB8544
DRR184615	 0.985647 	 520.769	LINEAGE4	lineage4.1.2.1	PRJDB8544
DRR184616	 0.985026 	 530.106	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184617	 0.984683 	 387.694	LINEAGE2	lineage2.2.1.1	PRJDB8544
DRR184618	 0.988246 	 541.311	LINEAGE4	lineage4.8	PRJDB8544
DRR184619	 0.984147 	 506.392	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184620	 0.98743 	 515.379	LINEAGE4	lineage4.4.2	PRJDB8544
DRR184621	 0.984855 	 437.66	LINEAGE1	lineage1.1.1.1	PRJDB8544
DRR184622	 0.982802 	 560.738	LINEAGE2	lineage2.2.2	PRJDB8544
DRR184623	 0.984707 	 536.627	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184624	 0.983876 	 558.863	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184625	 0.984054 	 523.207	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184626	 0.984677 	 553.265	LINEAGE1	lineage1.1.1.1	PRJDB8544
DRR184627	 0.983538 	 503.181	LINEAGE1	lineage1.1.1.1	PRJDB8544
DRR184628	 0.984114 	 528.948	LINEAGE2	lineage2.2.2	PRJDB8544
DRR184629	 0.984813 	 394.3	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184630	 0.990231 	 538.854	LINEAGE4	lineage4.2.2	PRJDB8544
DRR184631	 0.983994 	 468.421	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184632	 0.984236 	 559.852	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184633	 0.983997 	 504.048	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184634	 0.985606 	 529.111	LINEAGE1	lineage1.1.1.1	PRJDB8544
DRR184635	 0.984595 	 468.782	LINEAGE1	lineage1.1.1.1	PRJDB8544
DRR184636	 0.984423 	 586.277	LINEAGE1	lineage1.1.1.1	PRJDB8544
DRR184637	 0.985163 	 593.561	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184638	 0.985994 	 462.941	LINEAGE1	lineage1.1.1.1	PRJDB8544
DRR184639	 0.986859 	 540.628	LINEAGE4	lineage4.1.2	PRJDB8544
DRR184640	 0.985064 	 503.759	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184641	 0.984271 	 586.92	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184642	 0.98442 	 530.357	LINEAGE2	lineage2.1	PRJDB8544
DRR184643	 0.983534 	 491.581	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184644	 0.983877 	 282.316	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184645	 0.983934 	 499.522	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184646	 0.988267 	 519.404	LINEAGE4	lineage4.5	PRJDB8544
DRR184647	 0.989584 	 491.917	LINEAGE4	lineage4.5	PRJDB8544
DRR184648	 0.984956 	 518.91	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184649	 0.9842 	 496.848	LINEAGE1	lineage1.1.1.1	PRJDB8544
DRR184650	 0.98368 	 519.231	LINEAGE1	lineage1.1.1.1	PRJDB8544
DRR184651	 0.984635 	 555.488	LINEAGE1	lineage1.1.1.1	PRJDB8544
DRR184652	 0.98443 	 528.547	LINEAGE1	lineage1.1.1.1	PRJDB8544
DRR184653	 0.984221 	 519.286	LINEAGE1	lineage1.1.1.1	PRJDB8544
DRR184654	 0.984728 	 533.477	LINEAGE1	lineage1.1.1.1	PRJDB8544
DRR184655	 0.984703 	 521.272	LINEAGE1	lineage1.1.1.1	PRJDB8544
DRR184656	 0.984151 	 511.998	LINEAGE1	lineage1.1.1.1	PRJDB8544
DRR184657	 0.984176 	 532.041	LINEAGE1	lineage1.1.1.1	PRJDB8544
DRR184658	 0.989505 	 554.525	LINEAGE4	lineage4.2.2	PRJDB8544
DRR184659	 0.983875 	 548.909	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184660	 0.984485 	 519.466	LINEAGE1	lineage1.1.1.1	PRJDB8544
DRR184661	 0.989027 	 501.361	LINEAGE4	lineage4.2.2	PRJDB8544
DRR184662	 0.984779 	 481.822	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184663	 0.983155 	 514.533	LINEAGE2	lineage2.2.1.1	PRJDB8544
DRR184664	 0.990426 	 512.559	LINEAGE4	lineage4.4.2	PRJDB8544
DRR184665	 0.988416 	 597.932	LINEAGE4	lineage4.1.1.1	PRJDB8544
DRR184666	 0.986062 	 539.243	LINEAGE4	lineage4.3.3	PRJDB8544
DRR184667	 0.984748 	 465.165	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184668	 0.984338 	 529.52	LINEAGE2	lineage2.2.1.1	PRJDB8544
DRR184669	 0.989427 	 538.674	LINEAGE4	lineage4.5	PRJDB8544
DRR184670	 0.985234 	 484.513	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184671	 0.984198 	 471.313	LINEAGE2	lineage2.2.1.1	PRJDB8544
DRR184672	 0.984703 	 510.162	LINEAGE1	lineage1.1.1.1	PRJDB8544
DRR184673	 0.985775 	 465.837	LINEAGE4	lineage4.6.2.2	PRJDB8544
DRR184674	 0.987758 	 505.487	LINEAGE4	lineage4.1.2.1	PRJDB8544
DRR184675	 0.984215 	 520.757	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184676	 0.984892 	 526.805	LINEAGE1	lineage1.1.1.1	PRJDB8544
DRR184677	 0.989275 	 521.934	LINEAGE4	lineage4.8	PRJDB8544
DRR184678	 0.98555 	 519.018	LINEAGE2	lineage2.2.1	PRJDB8544
DRR184679	 0.98868 	 502.905	LINEAGE4	lineage4.2.2	PRJDB8544
DRR184680	 0.986623 	 522.494	LINEAGE1	lineage1.1.1	PRJDB8544
DRR184681	 0.988702 	 493.193	LINEAGE4	lineage4.5	PRJDB8544
DRR184682	 0.991343 	 493.218	LINEAGE4	lineage4.4.2	PRJDB8544
DRR184878	 0.983605 	 53.0303	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184879	 0.982961 	 46.5474	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184880	 0.983809 	 80.7525	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184881	 0.988465 	 87.7595	LINEAGE4	lineage4.2.2	PRJDB8553
DRR184882	 0.981495 	 45.3626	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184883	 0.98879 	 69.4367	LINEAGE4	lineage4.1	PRJDB8553
DRR184884	 0.982326 	 55.4623	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184885	 0.982903 	 83.6949	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184886	 0.982934 	 55.7176	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184887	 0.981322 	 79.0254	LINEAGE2	lineage2.2.2	PRJDB8553
DRR184888	 0.981862 	 59.858	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184889	 0.98354 	 58.3534	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184890	 0.982828 	 53.6644	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184891	 0.983288 	 59.1125	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184892	 0.982921 	 57.5604	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184893	 0.982204 	 80.0801	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184894	 0.983022 	 68.3098	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184895	 0.975957 	 403.728	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184896	 0.983182 	 72.8932	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184897	 0.982999 	 72.5097	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184898	 0.983092 	 61.0414	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184899	 0.982572 	 65.3502	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184900	 0.983586 	 58.7949	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184901	 0.982649 	 67.6177	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184902	 0.989982 	 65.5217	LINEAGE4	lineage4.8	PRJDB8553
DRR184903	 0.982909 	 58.8135	LINEAGE2	lineage2.2.2	PRJDB8553
DRR184904	 0.978923 	 54.9002	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184905	 0.98185 	 58.142	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184906	 0.983011 	 65.773	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184907	 0.982676 	 53.6131	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184908	 0.982201 	 42.5298	LINEAGE2	lineage2.2.2	PRJDB8553
DRR184909	 0.982813 	 56.0639	LINEAGE2	lineage2.2.1.1	PRJDB8553
DRR184910	 0.983877 	 63.0867	LINEAGE4	lineage4.2.2	PRJDB8553
DRR184911	 0.982997 	 76.318	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184912	 0.982543 	 77.4483	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184913	 0.981471 	 30.594	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184914	 0.982144 	 40.6507	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184915	 0.983364 	 59.759	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184916	 0.976982 	 28.5476	LINEAGE2	lineage2.2.1.1	PRJDB8553
DRR184917	 0.981776 	 49.2881	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184918	 0.982464 	 52.2919	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184919	 0.982005 	 58.6205	LINEAGE2	lineage2.2.1.1	PRJDB8553
DRR184920	 0.982991 	 44.1711	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184921	 0.983551 	 66.7118	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184922	 0.983965 	 86.4701	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184923	 0.982885 	 56.3049	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184924	 0.982361 	 59.63	LINEAGE2	lineage2.2.2	PRJDB8553
DRR184925	 0.987359 	 47.4549	LINEAGE4	lineage4.2.2	PRJDB8553
DRR184926	 0.982741 	 59.646	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184927	 0.987578 	 50.521	LINEAGE4	lineage4.2.2	PRJDB8553
DRR184928	 0.983063 	 44.8648	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184929	 0.981677 	 44.1748	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184930	 0.983017 	 56.5076	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184931	 0.982964 	 78.5246	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184932	 0.980529 	 29.8272	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184933	 0.987241 	 49.9288	LINEAGE4	lineage4.2.2	PRJDB8553
DRR184934	 0.982824 	 53.2644	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184935	 0.983312 	 59.8213	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184936	 0.987812 	 50.8966	LINEAGE4	lineage4.2.2	PRJDB8553
DRR184937	 0.981643 	 46.1677	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184938	 0.981993 	 41.9106	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184939	 0.982651 	 57.8034	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184940	 0.983386 	 69.3114	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184941	 0.981264 	 43.5045	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184942	 0.983441 	 57.4174	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184943	 0.982698 	 48.9998	LINEAGE2	lineage2.2.2	PRJDB8553
DRR184944	 0.976379 	 52.6911	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184945	 0.981321 	 55.8862	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184946	 0.982854 	 69.562	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184947	 0.983653 	 61.8426	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184948	 0.983752 	 95.2625	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184949	 0.982663 	 48.4941	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184950	 0.987595 	 47.4332	LINEAGE4	lineage4.2.2	PRJDB8553
DRR184951	 0.98266 	 59.888	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184952	 0.983803 	 58.9831	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184953	 0.983805 	 40.3573	LINEAGE4	lineage4.3.3	PRJDB8553
DRR184954	 0.986585 	 62.5697	LINEAGE4	lineage4.8	PRJDB8553
DRR184955	 0.98343 	 75.2626	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184956	 0.982677 	 74.7286	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184957	 0.979786 	 44.5584	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184958	 0.97635 	 318.883	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184959	 0.984956 	 112.866	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184961	 0.982878 	 70.735	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184962	 0.983199 	 76.2924	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184963	 0.982674 	 78.4723	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184964	 0.977503 	 422.827	LINEAGE2	lineage2.2.1.1	PRJDB8553
DRR184965	 0.983328 	 73.78	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184966	 0.982762 	 70.5096	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184967	 0.983925 	 64.5125	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184968	 0.989449 	 74.7553	LINEAGE4	lineage4.4.2	PRJDB8553
DRR184969	 0.982021 	 66.9991	LINEAGE2	lineage2.2.1.1	PRJDB8553
DRR184970	 0.983232 	 68.7532	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184971	 0.98393 	 69.7206	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184972	 0.982525 	 59.0074	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184973	 0.987379 	 59.8478	LINEAGE4	lineage4.2.2	PRJDB8553
DRR184974	 0.98902 	 69.2973	LINEAGE4	lineage4.8	PRJDB8553
DRR184975	 0.975834 	 412.979	LINEAGE4	lineage4.2.2	PRJDB8553
DRR184976	 0.983605 	 50.2951	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184977	 0.983184 	 55.3909	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184978	 0.982572 	 42.9059	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184979	 0.98367 	 78.0688	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184980	 0.983665 	 64.3709	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184981	 0.98832 	 71.7131	LINEAGE4	lineage4.8	PRJDB8553
DRR184982	 0.98191 	 30.9561	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184983	 0.982043 	 58.5466	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184984	 0.983417 	 58.9045	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184985	 0.983686 	 61.9532	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184986	 0.983312 	 50.0564	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184987	 0.98354 	 61.5856	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184988	 0.981739 	 45.7067	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184989	 0.983139 	 68.783	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184990	 0.983034 	 52.5074	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184991	 0.988282 	 64.1203	LINEAGE4	lineage4.1.2	PRJDB8553
DRR184992	 0.983534 	 64.804	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR184993	 0.983401 	 66.2693	LINEAGE4	lineage4.1.2	PRJDB8553
DRR184994	 0.985068 	 74.3995	LINEAGE1	lineage1.1.1	PRJDB8553
DRR184995	 0.987057 	 58.6158	LINEAGE4	lineage4.2.2	PRJDB8553
DRR184996	 0.987835 	 63.1373	LINEAGE4	lineage4.8	PRJDB8553
DRR184997	 0.986818 	 59.9914	LINEAGE4	lineage4.8	PRJDB8553
DRR184998	 0.982358 	 48.2193	LINEAGE2	lineage2.2.1	PRJDB8553
DRR184999	 0.98296 	 59.8057	LINEAGE2	lineage2.2.1	PRJDB8553
DRR185000	 0.982467 	 55.1227	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR185001	 0.983285 	 75.6477	LINEAGE2	lineage2.2.1	PRJDB8553
DRR185002	 0.983486 	 40.0315	LINEAGE4	lineage4.2.2	PRJDB8553
DRR185003	 0.983062 	 65.3602	LINEAGE2	lineage2.2.1	PRJDB8553
DRR185004	 0.983949 	 52.7613	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR185005	 0.983597 	 75.519	LINEAGE2	lineage2.2.1	PRJDB8553
DRR185007	 0.982578 	 73.6065	LINEAGE2	lineage2.2.1	PRJDB8553
DRR185008	 0.978073 	 67.5881	LINEAGE2	lineage2.2.2	PRJDB8553
DRR185009	 0.984563 	 73.8335	LINEAGE4	lineage4.1.2.1	PRJDB8553
DRR185010	 0.982422 	 59.7362	LINEAGE2	lineage2.2.1	PRJDB8553
DRR185011	 0.986324 	 59.645	LINEAGE4	lineage4.5	PRJDB8553
DRR185012	 0.986069 	 63.7912	LINEAGE4	lineage4.2.2	PRJDB8553
DRR185013	 0.982434 	 54.3472	LINEAGE2	lineage2.2.1	PRJDB8553
DRR185014	 0.982521 	 50.2701	LINEAGE2	lineage2.2.2	PRJDB8553
DRR185015	 0.982819 	 73.46	LINEAGE2	lineage2.2.2	PRJDB8553
DRR185016	 0.982493 	 60.6118	LINEAGE2	lineage2.2.1.1	PRJDB8553
DRR185017	 0.982564 	 61.9047	LINEAGE2	lineage2.2.1	PRJDB8553
DRR185018	 0.981766 	 46.1292	LINEAGE2	lineage2.2.1	PRJDB8553
DRR185020	 0.985964 	 58.0765	LINEAGE4	lineage4.1.2.1	PRJDB8553
DRR185021	 0.983182 	 47.3266	LINEAGE2	lineage2.2.1	PRJDB8553
DRR185022	 0.982979 	 57.7639	LINEAGE2	lineage2.2.1	PRJDB8553
DRR185023	 0.983125 	 85.2742	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR185024	 0.977138 	 24.0515	LINEAGE2	lineage2.2.2	PRJDB8553
DRR185025	 0.980959 	 64.6418	LINEAGE2	lineage2.2.2	PRJDB8553
DRR185026	 0.982282 	 50.3015	LINEAGE2	lineage2.2.1	PRJDB8553
DRR185027	 0.982822 	 87.905	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR185028	 0.983042 	 77.5452	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR185029	 0.98278 	 53.7318	LINEAGE2	lineage2.2.1	PRJDB8553
DRR185030	 0.983395 	 81.8756	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR185031	 0.983476 	 77.2726	LINEAGE2	lineage2.2.1	PRJDB8553
DRR185032	 0.981818 	 45.1081	LINEAGE1	lineage1.1.1.1	PRJDB8553
DRR185033	 0.984533 	 58.3203	LINEAGE1	lineage1.1.1	PRJDB8553
DRR185034	 0.984888 	 99.9	LINEAGE1	lineage1.1.1.1	PRJDB8553
